graph,n,m,s,p1n,p1m,p1s,p2n,p2m,p2s,p3n,p3m,p3s,p4n,p4m,p4s,p5n,p5m,p5s,p6n,p6m,p6s,p7n,p7m,p7s,p8n,p8m,p8s,p9n,p9m,p9s,p10n,p10m,p10s,p11n,p11m,p11s,p12n,p12m,p12s,p13n,p13m,p13s,p14n,p14m,p14s,p15n,p15m,p15s,p16n,p16m,p16s,p17n,p17m,p17s,p18n,p18m,p18s,p19n,p19m,p19s,p20n,p20m,p20s,ph1n,ph1m,ph1s,ph2n,ph2m,ph2s,ph3n,ph3m,ph3s,ph4n,ph4m,ph4s,ph5n,ph5m,ph5s,ph6n,ph6m,ph6s,ph7n,ph7m,ph7s,ph8n,ph8m,ph8s,ph9n,ph9m,ph9s,ph10n,ph10m,ph10s,ph11n,ph11m,ph11s,ph12n,ph12m,ph12s,ph13n,ph13m,ph13s,ph14n,ph14m,ph14s,ph15n,ph15m,ph15s,ph16n,ph16m,ph16s,ph17n,ph17m,ph17s,ph18n,ph18m,ph18s,ph19n,ph19m,ph19s,ph20n,ph20m,ph20s,ph21n,ph21m,ph21s,ph22n,ph22m,ph22s,ph23n,ph23m,ph23s,ph24n,ph24m,ph24s,ph25n,ph25m,ph25s,ph26n,ph26m,ph26s,ph27n,ph27m,ph27s,ph28n,ph28m,ph28s,ph29n,ph29m,ph29s,ph30n,ph30m,ph30s,ph31n,ph31m,ph31s,ph32n,ph32m,ph32s,ph33n,ph33m,ph33s,ph34n,ph34m,ph34s,ph35n,ph35m,ph35s,ph36n,ph36m,ph36s,ph37n,ph37m,ph37s,ph38n,ph38m,ph38s,ph39n,ph39m,ph39s,ph40n,ph40m,ph40s,a1n,a1m,a1s,a2n,a2m,a2s,a3n,a3m,a3s,a4n,a4m,a4s,ahF1n,ahF1m,ahF1s,ahF2n,ahF2m,ahF2s,ahF3n,ahF3m,ahF3s,ahF4n,ahF4m,ahF4s,ahF5n,ahF5m,ahF5s,ahF6n,ahF6m,ahF6s,ahF7n,ahF7m,ahF7s,ahF8n,ahF8m,ahF8s,ahF9n,ahF9m,ahF9s,ahF10n,ahF10m,ahF10s,ahF11n,ahF11m,ahF11s,ahF12n,ahF12m,ahF12s,ahF13n,ahF13m,ahF13s,ahF14n,ahF14m,ahF14s,ahF15n,ahF15m,ahF15s,ahF16n,ahF16m,ahF16s,ahF17n,ahF17m,ahF17s,ahF18n,ahF18m,ahF18s,ahF19n,ahF19m,ahF19s,ahF20n,ahF20m,ahF20s,ahFlower1n,ahFlower1m,ahFlower1s,ahFlower2n,ahFlower2m,ahFlower2s,ahFlower3n,ahFlower3m,ahFlower3s,ahFlower4n,ahFlower4m,ahFlower4s,ahFlower5n,ahFlower5m,ahFlower5s,ahFlower6n,ahFlower6m,ahFlower6s,ahFlower7n,ahFlower7m,ahFlower7s,ahFlower8n,ahFlower8m,ahFlower8s,ahFlower9n,ahFlower9m,ahFlower9s,ahFlower10n,ahFlower10m,ahFlower10s,ahFlower11n,ahFlower11m,ahFlower11s,ahFlower12n,ahFlower12m,ahFlower12s,ahFlower13n,ahFlower13m,ahFlower13s,ahFlower14n,ahFlower14m,ahFlower14s,ahFlower15n,ahFlower15m,ahFlower15s,ahFlower16n,ahFlower16m,ahFlower16s,ahFlower17n,ahFlower17m,ahFlower17s,ahFlower18n,ahFlower18m,ahFlower18s,ahFlower19n,ahFlower19m,ahFlower19s,ahFlower20n,ahFlower20m,ahFlower20s,ahEdge1n,ahEdge1m,ahEdge1s,ahEdge2n,ahEdge2m,ahEdge2s,ahEdge3n,ahEdge3m,ahEdge3s,ahEdge4n,ahEdge4m,ahEdge4s,ahEdge5n,ahEdge5m,ahEdge5s,ahEdge6n,ahEdge6m,ahEdge6s,ahEdge7n,ahEdge7m,ahEdge7s,ahEdge8n,ahEdge8m,ahEdge8s,ahEdge9n,ahEdge9m,ahEdge9s,ahEdge10n,ahEdge10m,ahEdge10s,ahEdge11n,ahEdge11m,ahEdge11s,ahEdge12n,ahEdge12m,ahEdge12s,ahEdge13n,ahEdge13m,ahEdge13s,ahEdge14n,ahEdge14m,ahEdge14s,ahEdge15n,ahEdge15m,ahEdge15s,ahEdge16n,ahEdge16m,ahEdge16s,ahEdge17n,ahEdge17m,ahEdge17s,ahEdge18n,ahEdge18m,ahEdge18s,ahEdge19n,ahEdge19m,ahEdge19s,ahEdge20n,ahEdge20m,ahEdge20s,ahDiameter1n,ahDiameter1m,ahDiameter1s,ahDiameter2n,ahDiameter2m,ahDiameter2s,ahDiameter3n,ahDiameter3m,ahDiameter3s,ahDiameter4n,ahDiameter4m,ahDiameter4s,ahDiameter5n,ahDiameter5m,ahDiameter5s,ahDiameter6n,ahDiameter6m,ahDiameter6s,ahDiameter7n,ahDiameter7m,ahDiameter7s,ahDiameter8n,ahDiameter8m,ahDiameter8s,ahDiameter9n,ahDiameter9m,ahDiameter9s,ahDiameter10n,ahDiameter10m,ahDiameter10s,ahDiameter11n,ahDiameter11m,ahDiameter11s,ahDiameter12n,ahDiameter12m,ahDiameter12s,ahDiameter13n,ahDiameter13m,ahDiameter13s,ahDiameter14n,ahDiameter14m,ahDiameter14s,ahDiameter15n,ahDiameter15m,ahDiameter15s,ahDiameter16n,ahDiameter16m,ahDiameter16s,ahDiameter17n,ahDiameter17m,ahDiameter17s,ahDiameter18n,ahDiameter18m,ahDiameter18s,ahDiameter19n,ahDiameter19m,ahDiameter19s,ahDiameter20n,ahDiameter20m,ahDiameter20s,t1n,t1m,t1s,t2n,t2m,t2s,t3n,t3m,t3s,t4n,t4m,t4s,t5n,t5m,t5s,t6n,t6m,t6s,t7n,t7m,t7s,t8n,t8m,t8s,t9n,t9m,t9s,t10n,t10m,t10s,alln,allm,alls,kerneln,kernelm,kernels,combin,combim,combis
SingleTreeAntler_F=80_K=6_R=30_A=5_M=3_V2,288,526,0,87,286,3,87,286,3,87,286,3,74,242,6,74,242,6,74,242,6,74,242,6,74,242,6,74,242,6,74,242,6,74,242,6,74,242,6,74,242,6,74,242,6,,,,,,,,,,,,,,,,,,,87,286,3,87,286,3,87,286,3,74,242,6,74,242,6,74,242,6,74,242,6,74,242,6,74,242,6,74,242,6,74,242,6,74,242,6,74,242,6,74,242,6,74,242,6,74,242,6,74,242,6,74,242,6,74,242,6,74,242,6,74,242,6,74,242,6,74,242,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,286,3,63,203,8,51,163,11,51,163,11,87,286,3,87,286,3,87,286,3,87,286,3,87,286,3,87,286,3,87,286,3,87,286,3,87,286,3,87,286,3,87,286,3,87,286,3,87,286,3,87,286,3,87,286,3,87,286,3,87,286,3,87,286,3,87,286,3,87,286,3,87,286,3,87,286,3,87,286,3,63,203,8,31,94,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,286,3,63,203,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,286,3,87,286,3,87,286,3,51,163,11,48,148,11,31,94,16,43,131,13,31,94,16,31,94,16,31,94,16,43,131,13,31,94,16,51,163,11,0,0,29,0,0,29,0,0,29,0,0,29,0,0,29,,,,,,,87,286,3,87,286,3,74,242,6,51,163,11,51,163,11,31,94,16,31,94,16,,,,,,,,,,51,163,11,49,162,11,49,162,11
SingleTreeAntler_F=85_K=4_R=25_A=2_M=3_V1,292,416,0,52,150,3,44,117,6,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,,,,,,,,,,,,,,,,,,,,,,,,,52,150,3,44,117,6,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,33,86,9,59,168,2,44,117,6,22,56,12,22,56,12,59,168,2,59,168,2,59,168,2,42,117,6,59,168,2,59,168,2,59,168,2,59,168,2,52,150,3,43,116,6,59,168,2,59,168,2,59,168,2,59,168,2,59,168,2,59,168,2,59,168,2,52,150,3,53,144,4,44,117,6,59,168,2,52,150,3,34,87,9,34,87,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,168,2,44,117,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,168,2,44,117,6,22,56,12,22,56,12,22,56,12,22,56,12,22,56,12,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,59,168,2,59,168,2,43,122,6,37,105,7,37,105,7,37,105,7,37,105,7,,,,,,,,,,22,56,12,22,56,12,22,56,12
AntlerH_F=85_K=5_R=25_A=4_M=3_V1,293,468,0,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,,,,,,,,,,,,,,,,,,,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,223,2,46,143,7,46,143,7,,,,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,53,172,5,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,67,223,2,55,174,5,67,223,2,67,223,2,67,223,2,51,156,6,67,223,2,46,143,7,46,143,7,46,143,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,223,2,46,143,7,46,143,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,223,2,46,143,7,67,223,2,19,52,15,19,52,15,32,92,11,0,0,23,32,92,11,32,92,11,0,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,223,2,67,223,2,53,172,5,53,172,5,53,172,5,53,172,5,53,172,5,53,172,5,,,,,,,19,52,15,43,143,7,0,0,23
PathAntlerH_F=70_K=15_R=40_A=8_M=3_V2,295,1094,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,,,,,,,,,,,,,,,,,,,,,,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,195,874,5,157,671,14,157,671,14,157,671,14,157,671,14,157,671,14,157,671,14,157,671,14,157,671,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,1018,0,219,1018,0,219,1018,0,,,,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,,,,,,,,,,,,,,,,,,,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,,,,,,,,,,,,,,,,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,219,1018,0,,,,,,,,,,,,,157,671,14,208,1018,0,144,653,15
Antler_F=55_K=2_R=55_A=2_M=5_V2,335,707,0,71,390,4,60,325,8,60,325,8,60,325,8,60,325,8,60,325,8,60,325,8,60,325,8,60,325,8,60,325,8,60,325,8,60,325,8,60,325,8,60,325,8,,,,,,,,,,,,,,,,,,,71,390,4,60,325,8,60,325,8,60,325,8,60,325,8,60,325,8,60,325,8,60,325,8,60,325,8,60,325,8,60,325,8,60,325,8,60,325,8,60,325,8,60,325,8,60,325,8,60,325,8,60,325,8,60,325,8,60,325,8,60,325,8,60,325,8,60,325,8,60,325,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,390,4,55,297,10,55,297,10,55,297,10,71,390,4,71,390,4,71,390,4,71,390,4,66,361,6,71,390,4,71,390,4,66,356,6,71,390,4,71,390,4,71,390,4,71,390,4,71,390,4,71,390,4,71,390,4,71,390,4,71,390,4,71,390,4,71,390,4,71,390,4,71,390,4,71,390,4,71,390,4,55,297,10,60,325,8,60,329,8,55,297,10,55,297,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,390,4,55,297,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,390,4,55,297,10,55,297,10,66,356,6,65,358,6,55,297,10,65,358,6,55,297,10,60,325,8,61,328,8,55,297,10,60,325,8,61,328,8,60,325,8,55,297,10,55,297,10,60,325,8,60,325,8,55,297,10,55,297,10,71,390,4,66,356,6,66,356,6,66,356,6,66,356,6,66,356,6,66,356,6,66,356,6,66,356,6,,,,55,297,10,59,328,8,55,297,10
Antler_F=80_K=2_R=30_A=2_M=4_V2,347,472,0,41,127,4,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,,,,,,,,,,,,,,,,,,,,,,,,,41,127,4,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,46,152,2,29,85,8,29,85,8,29,85,8,46,152,2,46,152,2,46,152,2,46,152,2,40,129,4,46,152,2,46,152,2,46,152,2,41,132,4,35,108,6,46,152,2,46,152,2,46,152,2,46,152,2,29,85,8,41,127,4,30,86,7,0,0,17,30,86,7,24,67,9,46,152,2,29,85,8,29,85,8,29,85,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,152,2,29,85,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,152,2,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,29,85,8,0,0,17,0,0,17,0,0,17,0,0,17,0,0,17,0,0,17,0,0,17,0,0,17,0,0,17,0,0,17,0,0,17,0,0,17,46,152,2,35,108,6,35,108,6,35,108,6,35,108,6,35,108,6,35,108,6,,,,,,,,,,29,85,8,23,75,9,22,59,10
PathAntler_F=80_K=5_R=30_A=2_M=4_V2,370,636,0,109,375,0,100,333,2,78,260,6,78,260,6,60,190,11,60,190,11,60,190,11,60,190,11,60,190,11,60,190,11,60,190,11,60,190,11,60,190,11,,,,,,,,,,,,,,,,,,,,,,109,375,0,100,333,2,82,273,5,82,273,5,82,273,5,82,273,5,82,273,5,82,273,5,82,273,5,82,273,5,82,273,5,82,273,5,82,273,5,82,273,5,82,273,5,82,273,5,82,273,5,82,273,5,82,273,5,82,273,5,82,273,5,82,273,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,375,0,100,333,2,78,260,6,,,,109,375,0,109,375,0,109,375,0,109,375,0,109,375,0,109,375,0,109,375,0,109,375,0,109,375,0,109,375,0,109,375,0,109,375,0,109,375,0,109,375,0,109,375,0,109,375,0,109,375,0,109,375,0,109,375,0,109,375,0,109,375,0,109,375,0,109,375,0,109,375,0,93,316,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,375,0,100,333,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,375,0,109,375,0,93,316,3,82,276,5,82,276,5,82,276,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,375,0,109,375,0,109,375,0,100,333,2,100,333,2,88,287,5,,,,,,,,,,,,,60,190,11,64,236,7,50,169,12
PathAntler_F=60_K=5_R=50_A=2_M=5_V1,375,911,0,148,684,0,148,684,0,148,684,0,115,554,6,105,509,8,105,509,8,105,509,8,105,509,8,105,509,8,105,509,8,105,509,8,105,509,8,105,509,8,105,509,8,105,509,8,105,509,8,,,,,,,,,,,,,148,684,0,148,684,0,148,684,0,115,554,6,105,509,8,105,509,8,105,509,8,105,509,8,105,509,8,105,509,8,105,509,8,105,509,8,105,509,8,105,509,8,105,509,8,105,509,8,105,509,8,105,509,8,105,509,8,105,509,8,105,509,8,105,509,8,105,509,8,105,509,8,105,509,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,684,0,148,684,0,148,684,0,,,,148,684,0,148,684,0,148,684,0,148,684,0,148,684,0,148,684,0,148,684,0,148,684,0,148,684,0,148,684,0,148,684,0,148,684,0,148,684,0,148,684,0,148,684,0,148,684,0,148,684,0,148,684,0,148,684,0,148,684,0,148,684,0,148,684,0,148,684,0,148,684,0,148,684,0,148,684,0,148,684,0,148,684,0,148,684,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,684,0,148,684,0,148,684,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,684,0,148,684,0,148,684,0,148,684,0,148,684,0,138,638,2,148,684,0,148,684,0,148,684,0,148,684,0,142,661,1,137,639,2,148,684,0,138,638,2,,,,,,,,,,,,,,,,,,,148,684,0,148,684,0,148,684,0,148,684,0,148,684,0,133,612,3,,,,,,,,,,,,,100,491,9,116,617,3,75,414,13
AntlerH_F=80_K=7_R=30_A=4_M=4_V1,377,791,0,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,,,,,,,,,,,,,,,,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,530,1,123,506,2,116,475,3,,,,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,530,1,123,506,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,130,530,1,95,381,8,111,453,4,116,475,3,116,475,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,530,1,130,530,1,123,506,2,123,506,2,104,418,6,104,418,6,,,,,,,,,,,,,116,475,3,87,394,7,71,316,11
PathAntlerH_F=85_K=9_R=25_A=7_M=4_V2,401,862,0,205,666,0,205,666,0,205,666,0,205,666,0,205,666,0,78,223,23,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,,,,,,,,,,,,,,,,,,,,,,,,,205,666,0,205,666,0,205,666,0,205,666,0,205,666,0,122,360,15,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,34,99,30,205,666,0,205,666,0,,,,,,,205,666,0,205,666,0,205,666,0,205,666,0,205,666,0,205,666,0,205,666,0,205,666,0,205,666,0,205,666,0,205,666,0,205,666,0,205,666,0,205,666,0,205,666,0,205,666,0,205,666,0,205,666,0,205,666,0,205,666,0,205,666,0,205,666,0,205,666,0,205,666,0,205,666,0,205,666,0,205,666,0,205,666,0,205,666,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,666,0,205,666,0,205,666,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,666,0,205,666,0,205,666,0,205,666,0,205,666,0,188,595,3,125,373,15,148,454,10,148,454,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,666,0,205,666,0,205,666,0,205,666,0,205,666,0,,,,,,,,,,,,,,,,34,99,30,136,508,6,29,87,31
AntlerH_F=65_K=9_R=45_A=7_M=5_V2,411,1340,0,213,1096,2,205,1045,4,205,1045,4,205,1045,4,205,1045,4,205,1045,4,205,1045,4,205,1045,4,205,1045,4,205,1045,4,205,1045,4,205,1045,4,205,1045,4,205,1045,4,205,1045,4,205,1045,4,,,,,,,,,,,,,213,1096,2,213,1096,2,213,1096,2,213,1096,2,213,1096,2,213,1096,2,213,1096,2,213,1096,2,213,1096,2,213,1096,2,213,1096,2,213,1096,2,213,1096,2,213,1096,2,213,1096,2,213,1096,2,213,1096,2,213,1096,2,213,1096,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,1096,2,203,1043,4,,,,,,,213,1096,2,203,1043,4,203,1043,4,203,1043,4,203,1043,4,203,1043,4,203,1043,4,203,1043,4,203,1043,4,203,1043,4,203,1043,4,203,1043,4,203,1043,4,203,1043,4,203,1043,4,203,1043,4,203,1043,4,203,1043,4,203,1043,4,203,1043,4,213,1096,2,213,1096,2,203,1043,4,213,1096,2,213,1096,2,213,1096,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,1096,2,203,1043,4,203,1043,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,1096,2,213,1096,2,213,1096,2,213,1096,2,213,1096,2,213,1096,2,213,1096,2,213,1096,2,203,1043,4,213,1096,2,213,1096,2,213,1096,2,213,1096,2,213,1096,2,190,974,7,213,1096,2,213,1096,2,,,,,,,,,,213,1096,2,213,1096,2,213,1096,2,213,1096,2,213,1096,2,,,,,,,,,,,,,,,,203,1043,4,169,989,6,169,989,6
Antler_F=50_K=2_R=60_A=2_M=7_V2,422,956,0,65,402,12,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,,,,,,,,,,,,,,,,65,402,12,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,402,12,60,369,14,60,369,14,60,369,14,65,402,12,65,402,12,65,402,12,60,369,14,65,402,12,65,402,12,65,402,12,65,402,12,65,402,12,65,402,12,65,402,12,65,402,12,65,402,12,65,402,12,65,402,12,65,402,12,65,402,12,65,402,12,65,402,12,65,402,12,65,402,12,65,402,12,60,369,14,60,369,14,65,402,12,65,402,12,65,402,12,65,402,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,402,12,60,369,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,402,12,65,402,12,65,402,12,65,402,12,65,402,12,65,402,12,65,402,12,65,402,12,65,402,12,65,402,12,65,402,12,65,402,12,65,402,12,65,402,12,65,402,12,60,369,14,65,402,12,65,402,12,65,402,12,65,402,12,65,402,12,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,60,369,14,,,,60,369,14,60,369,14,60,369,14
PathAntlerH_F=75_K=4_R=35_A=4_M=5_V2,430,720,0,122,412,0,122,412,0,83,267,8,49,162,16,49,162,16,49,162,16,49,162,16,49,162,16,49,162,16,49,162,16,49,162,16,49,162,16,,,,,,,,,,,,,,,,,,,,,,,,,122,412,0,122,412,0,104,346,4,49,162,16,49,162,16,49,162,16,49,162,16,49,162,16,49,162,16,49,162,16,49,162,16,49,162,16,49,162,16,49,162,16,49,162,16,49,162,16,49,162,16,49,162,16,49,162,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,412,0,104,346,4,63,211,12,,,,122,412,0,122,412,0,122,412,0,122,412,0,122,412,0,122,412,0,122,412,0,101,331,4,122,412,0,122,412,0,122,412,0,122,412,0,122,412,0,122,412,0,122,412,0,122,412,0,122,412,0,122,412,0,122,412,0,122,412,0,122,412,0,122,412,0,122,412,0,122,412,0,122,412,0,122,412,0,122,412,0,122,412,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,412,0,122,412,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,412,0,122,412,0,104,346,4,69,217,12,49,162,16,49,162,16,55,181,14,49,162,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,412,0,122,412,0,122,412,0,55,181,14,57,183,14,,,,,,,,,,,,,,,,49,162,16,73,265,8,35,120,19
